Vf,composite,Vf,P2020,Vf,P2016,Vf,S2020,Vf,S2018,Vf,G2018,Vf,AG2018
0.555,0.550511,0.555,0.579932,0.555,0.517547,0.555,0.586233,0.555,0.524017,0.555,0.555414,0.555,0.528047
0.560,0.575989,0.560,0.605384,0.560,0.540717,0.560,0.613547,0.560,0.547146,0.560,0.582515,0.560,0.552077
0.565,0.602743,0.565,0.631459,0.565,0.565840,0.565,0.641508,0.565,0.571888,0.565,0.611030,0.565,0.577723
0.570,0.630409,0.570,0.657840,0.570,0.592631,0.570,0.669731,0.570,0.597954,0.570,0.640560,0.570,0.604661
0.575,0.658590,0.575,0.684208,0.575,0.620732,0.575,0.697834,0.575,0.624999,0.575,0.670670,0.575,0.632511
0.580,0.686878,0.580,0.710255,0.580,0.649730,0.580,0.725457,0.580,0.652638,0.580,0.700904,0.580,0.660858
0.585,0.714878,0.585,0.735700,0.585,0.679178,0.585,0.752278,0.585,0.680472,0.585,0.730818,0.585,0.689281
0.590,0.742229,0.590,0.760302,0.590,0.708623,0.590,0.778028,0.590,0.708108,0.590,0.759993,0.590,0.717375
0.595,0.768621,0.595,0.783872,0.595,0.737631,0.595,0.802497,0.595,0.735185,0.595,0.788057,0.595,0.744770
0.600,0.793804,0.600,0.806270,0.600,0.765803,0.600,0.825531,0.600,0.761388,0.600,0.814693,0.600,0.771154
0.605,0.817591,0.605,0.827408,0.605,0.792798,0.605,0.847035,0.605,0.786463,0.605,0.839646,0.605,0.796282
0.610,0.839859,0.610,0.847238,0.610,0.818339,0.610,0.866954,0.610,0.810220,0.610,0.862727,0.610,0.819975
0.615,0.860536,0.615,0.865748,0.615,0.842216,0.615,0.885272,0.615,0.832533,0.615,0.883808,0.615,0.842120
0.620,0.879590,0.620,0.882944,0.620,0.864284,0.620,0.901993,0.620,0.853332,0.620,0.902818,0.620,0.862654
0.625,0.897019,0.625,0.898841,0.625,0.884458,0.625,0.917139,0.625,0.872590,0.625,0.919738,0.625,0.881559
0.630,0.912837,0.630,0.913452,0.630,0.902702,0.630,0.930738,0.630,0.890306,0.630,0.934594,0.630,0.898839
0.635,0.927071,0.635,0.926786,0.635,0.919017,0.635,0.942828,0.635,0.906497,0.635,0.947453,0.635,0.914514
0.640,0.939752,0.640,0.938846,0.640,0.933441,0.640,0.953453,0.640,0.921184,0.640,0.958415,0.640,0.928614
0.645,0.950921,0.645,0.949635,0.645,0.946035,0.645,0.962666,0.645,0.934390,0.645,0.967611,0.645,0.941168
0.650,0.960627,0.650,0.959157,0.650,0.956884,0.650,0.970536,0.650,0.946138,0.650,0.975195,0.650,0.952215
0.655,0.968934,0.655,0.967433,0.655,0.966091,0.655,0.977146,0.655,0.956457,0.655,0.981336,0.655,0.961800
0.660,0.975921,0.660,0.974498,0.660,0.973780,0.660,0.982597,0.660,0.965384,0.660,0.986214,0.660,0.969986
0.665,0.981687,0.665,0.980413,0.665,0.980087,0.665,0.987003,0.665,0.972977,0.665,0.990012,0.665,0.976851
0.670,0.986350,0.670,0.985261,0.670,0.985164,0.670,0.990489,0.670,0.979311,0.670,0.992907,0.670,0.982496
0.675,0.990037,0.675,0.989143,0.675,0.989166,0.675,0.993186,0.675,0.984484,0.675,0.995066,0.675,0.987037
0.680,0.992887,0.680,0.992180,0.680,0.992254,0.680,0.995224,0.680,0.988614,0.680,0.996641,0.680,0.990608
0.685,0.995035,0.685,0.994496,0.685,0.994582,0.685,0.996728,0.685,0.991833,0.685,0.997762,0.685,0.993349
0.690,0.996615,0.690,0.996217,0.690,0.996295,0.690,0.997810,0.690,0.994278,0.690,0.998543,0.690,0.995399
0.695,0.997748,0.695,0.997463,0.695,0.997526,0.695,0.998568,0.695,0.996088,0.695,0.999072,0.695,0.996894
0.700,0.998538,0.700,0.998341,0.700,0.998387,0.700,0.999086,0.700,0.997392,0.700,0.999423,0.700,0.997955
0.705,0.999074,0.705,0.998942,0.705,0.998974,0.705,0.999431,0.705,0.998306,0.705,0.999650,0.705,0.998687
0.710,0.999429,0.710,0.999343,0.710,0.999364,0.710,0.999655,0.710,0.998928,0.710,0.999792,0.710,0.999179
0.715,0.999656,0.715,0.999602,0.715,0.999615,0.715,0.999796,0.715,0.999339,0.715,0.999880,0.715,0.999500
0.720,0.999799,0.720,0.999766,0.720,0.999774,0.720,0.999882,0.720,0.999604,0.720,0.999932,0.720,0.999704
0.725,0.999885,0.725,0.999866,0.725,0.999870,0.725,0.999934,0.725,0.999769,0.725,0.999963,0.725,0.999829
0.730,0.999936,0.730,0.999925,0.730,0.999927,0.730,0.999964,0.730,0.999869,0.730,0.999980,0.730,0.999904
0.735,0.999966,0.735,0.999959,0.735,0.999961,0.735,0.999981,0.735,0.999928,0.735,0.999989,0.735,0.999948
0.740,0.999982,0.740,0.999978,0.740,0.999979,0.740,0.999990,0.740,0.999961,0.740,0.999995,0.740,0.999972
0.745,0.999991,0.745,0.999989,0.745,0.999989,0.745,0.999995,0.745,0.999980,0.745,0.999997,0.745,0.999986
0.750,0.999995,0.750,0.999994,0.750,0.999995,0.750,0.999998,0.750,0.999990,0.750,0.999999,0.750,0.999993
